t1ID,GCCLSID,ConceptLSID,acceptedFamily,family,fullName,rank,genusHybridMarker,genus,genusBasionymAuthors,genusAuthors,speciesHybridMarker,species,speciesBasAuthors,speciesAuthors,infraspecificRank,infraspecificEpithet,infraspecificBasAuthors,infraspecificAuthors,basionymAuthors,primaryAuthors,publication,collation,page,date,reference,basionymID,replacedSynonymID,nomenclaturalRemarks,taxonomicStatus,acceptedNameID,acceptedName,parentNameID,source,originalID,lastModifiedInSourceAvailable,lastModifiedInSource,dateExported,ipniID,IPNIContributions,GCCDataProviders,notes
GCC-BC5DB67D-7E55-48F4-8F56-0074FD336431,urn:lsid:compositae.org:names:BC5DB67D-7E55-48F4-8F56-0074FD336431,urn:lsid:compositae.org:concepts:260322,Asteraceae,Asteraceae,"Zinnia microglossa (DC.) McVaugh",species,,Zinnia,"","L.",,microglossa,"DC.","(DC.) McVaugh",,,"","","DC.","McVaugh","Fl. Novo-Galiciana, 12: 1119 (1984):.",,"",1984,,GCC-53F5508E-F7C9-4C27-80A0-94B18F7CC4F6,,"",Accepted,GCC-BC5DB67D-7E55-48F4-8F56-0074FD336431,"Zinnia microglossa (DC.) McVaugh",GCC-36D48477-F98D-4881-BCCA-9F26B2C6A7D6,GCC,BC5DB67D-7E55-48F4-8F56-0074FD336431,true,2010-04-20T14:26:13.077,2012-02-11T19:46:03,,"914759-1","Data Providers:  CONABIO, IPNI, Tropicos",""
GCC-6C9FBA11-C95E-4BB0-AF96-00759ABD6046,urn:lsid:compositae.org:names:6C9FBA11-C95E-4BB0-AF96-00759ABD6046,urn:lsid:compositae.org:concepts:395000,Asteraceae,Asteraceae,"Koanophyllon rubroviolaceum (Urb. & Ekman) R.M.King & H.Rob.",species,,Koanophyllon,"","Arruda ex Arruda",,rubroviolaceum,"Urb. & Ekman","(Urb. & Ekman) R.M.King & H.Rob.",,,"","","Urb. & Ekman","R.M.King & H.Rob.",NULL,,"263",1975,,GCC-E4371D80-0DCB-4A3F-913F-5AD57CEB0DA4,,"",Accepted,GCC-6C9FBA11-C95E-4BB0-AF96-00759ABD6046,"Koanophyllon rubroviolaceum (Urb. & Ekman) R.M.King & H.Rob.",GCC-09D6BC0F-4E9C-453F-BC3C-9D06C06237A0,GCC,6C9FBA11-C95E-4BB0-AF96-00759ABD6046,true,2010-12-25T19:30:45.323,2012-02-11T19:46:03,,"227543-1,133608-2","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Tropicos, Robinson Eupatorieae",""
GCC-7ABCDF79-DF35-4B8C-81CC-0075D166C474,urn:lsid:compositae.org:names:7ABCDF79-DF35-4B8C-81CC-0075D166C474,urn:lsid:compositae.org:concepts:514722,Asteraceae,Asteraceae,"Taraxacum euoplocarpum Markl.",species,,Taraxacum,"","Weber ex F.H.Wigg.",,euoplocarpum,"","Markl.",,,"","",NULL,"Markl.",NULL,,"",1938,,,,"",Accepted,GCC-7ABCDF79-DF35-4B8C-81CC-0075D166C474,"Taraxacum euoplocarpum Markl.",GCC-AC8194FF-8493-430B-B3E2-3F67778876A2,GCC,7ABCDF79-DF35-4B8C-81CC-0075D166C474,true,2010-12-20T20:39:12.180,2012-02-11T19:46:03,,"","Data Providers:  Vascular Plants of Russia, Cichorieae Portal",""
GCC-909A6C87-9F50-46F2-BCC2-00761E136BE8,urn:lsid:compositae.org:names:909A6C87-9F50-46F2-BCC2-00761E136BE8,urn:lsid:compositae.org:concepts:467219,Asteraceae,Asteraceae,"Taraxacum gracilium R.Doll",species,,Taraxacum,"","Weber ex F.H.Wigg.",,gracilium,"","R.Doll",,,"","",NULL,"R.Doll","Feddes Repert. 87(7-8): 460",,"460",1976,,,,"",Accepted,GCC-909A6C87-9F50-46F2-BCC2-00761E136BE8,"Taraxacum gracilium R.Doll",GCC-AC8194FF-8493-430B-B3E2-3F67778876A2,GCC,909A6C87-9F50-46F2-BCC2-00761E136BE8,true,2010-04-19T21:20:48.327,2012-02-11T19:46:03,,"253457-1","Data Providers:  IPNI, Vascular Plants of Russia",""
GCC-FEDE2BFA-3C95-476A-AFF3-00767FAD52A7,urn:lsid:compositae.org:names:FEDE2BFA-3C95-476A-AFF3-00767FAD52A7,urn:lsid:compositae.org:concepts:532618,Asteraceae,Asteraceae,"Fidelia Sch.Bip.",genus,,Fidelia,"","Sch.Bip.",,,"","",,,"","",NULL,"Sch.Bip.",NULL,,"482",1834,,,,"",Synonym,GCC-8B55A5E3-C580-4A4F-929F-B1839823D7DF,"Scorzoneroides Moench",GCC-86C5F531-D481-4F1A-9127-207683BE375D,GCC,FEDE2BFA-3C95-476A-AFF3-00767FAD52A7,true,2010-12-22T05:18:37.367,2012-02-11T19:46:03,,"8933-1","Data Providers:  African Plant Database, IPNI, Govaerts World Compositae Checklist A-G, Tropicos, Euro+Med, LCR Editor, Cichorieae Portal",""
GCC-36CAB411-05F9-4C1C-B708-0076EF89B784,urn:lsid:compositae.org:names:36CAB411-05F9-4C1C-B708-0076EF89B784,urn:lsid:compositae.org:concepts:510213,Asteraceae,Asteraceae,"Achillea wilsoniana f. obconica Heimerl",forma,,Achillea,"","L.",,wilsoniana,"Heimerl","(Heimerl) Hand.-Mazz.",forma,obconica,NULL,"Heimerl",NULL,"Heimerl","Acta Horti Gothoburgensis 12(9):",,"254",1938,,,,"",Synonym,GCC-38C0CBDC-3946-4DF3-949D-55677CD2E1F0,"Achillea wilsoniana (Heimerl) Hand.-Mazz.",GCC-38C0CBDC-3946-4DF3-949D-55677CD2E1F0,GCC,36CAB411-05F9-4C1C-B708-0076EF89B784,true,2011-09-23T15:06:44,2012-02-11T19:46:03,,"","Data Providers:  Tropicos",""
GCC-5352E636-06E1-4080-B3E3-007A085B9C3E,urn:lsid:compositae.org:names:5352E636-06E1-4080-B3E3-007A085B9C3E,urn:lsid:compositae.org:concepts:485838,Asteraceae,Asteraceae,"Hieracium scorzoneraefolium subsp. polybracteum Nägeli & Peter",subspecies,,Hieracium,"","Tourn. ex L.",,scorzoneraefolium,"","Vill.",subspecies,polybracteum,NULL,"Nägeli & Peter",NULL,"Nägeli & Peter","Nägeli & Peter, Hierac. Mitt.-Eur. 2. 1886.",,"127",1886,,,,"",Accepted,GCC-5352E636-06E1-4080-B3E3-007A085B9C3E,"Hieracium scorzoneraefolium subsp. polybracteum Nägeli & Peter",GCC-F24C0297-5971-4FF9-B92F-355ABC87E542,GCC,5352E636-06E1-4080-B3E3-007A085B9C3E,true,2010-04-16T20:45:28.047,2012-02-11T19:46:03,,"","Data Providers:  Euro+Med",""
GCC-DE38363D-FC77-497F-B004-007A28A76B4B,urn:lsid:compositae.org:names:DE38363D-FC77-497F-B004-007A28A76B4B,urn:lsid:compositae.org:concepts:265431,Asteraceae,Asteraceae,"Tourneuxia variifolia Coss.",species,,Tourneuxia,"","Coss.",,variifolia,"","Coss.",,,"","",NULL,"Coss.",NULL,,"396",1859,,,,"",Accepted,GCC-DE38363D-FC77-497F-B004-007A28A76B4B,"Tourneuxia variifolia Coss.",GCC-C523310E-2A35-4650-8D4A-B5BF94B2FC26,GCC,DE38363D-FC77-497F-B004-007A28A76B4B,true,2011-12-23T06:20:45.730,2012-02-11T19:46:03,,"255865-1","Data Providers:  African Plant Database, IPNI, Euro+Med, LCR Editor, Cichorieae Portal","ori:FTA-FNA"
GCC-151F9A89-EA59-4A23-AB4A-007AAEA272B5,urn:lsid:compositae.org:names:151F9A89-EA59-4A23-AB4A-007AAEA272B5,urn:lsid:compositae.org:concepts:323037,Asteraceae,Asteraceae,"Baccharis tricuneata var. parvifolia Cuatrec.",variety,,Baccharis,"","L.",,tricuneata,"L.f.","(L.f.) Pers.",variety,parvifolia,NULL,"Cuatrec.",NULL,"Cuatrec.","Revista Acad. Colomb. Ci. Exact. 13(49)",,"38",1967,,,,"",Accepted,GCC-151F9A89-EA59-4A23-AB4A-007AAEA272B5,"Baccharis tricuneata var. parvifolia Cuatrec.",GCC-896396B5-5FF0-48FD-B6E6-2978FD6E6561,GCC,151F9A89-EA59-4A23-AB4A-007AAEA272B5,true,2011-09-24T22:31:14.780,2012-02-11T19:46:03,,"307612-2,28207-2","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Tropicos, Colombia Checklist",""
GCC-0FC4A722-B2AB-4889-BB2A-007B092CA53E,urn:lsid:compositae.org:names:0FC4A722-B2AB-4889-BB2A-007B092CA53E,urn:lsid:compositae.org:concepts:415667,Asteraceae,Asteraceae,"Mikania ptaretepuiensis V.M.Badillo",species,,Mikania,"","Willd.",,ptaretepuiensis,"","V.M.Badillo",,,"","",NULL,"V.M.Badillo","Bol. Soc. Venez. Ci. Nat. 10",,"302",1946,,,,"",Synonym,GCC-CFC85F9D-F223-452F-BB40-6C43C6E5873A,"Mikania banisteriae DC.",GCC-ED8EB937-82F3-4818-88E1-5EE779DD215E,GCC,0FC4A722-B2AB-4889-BB2A-007B092CA53E,true,2010-12-26T00:10:35.480,2012-02-11T19:46:03,,"161163-2,233146-1","Data Providers:  Biological Diversity of the Guiana Shield, IPNI, MesoAmericana, Tropicos, Bolivia Checklist, Robinson Eupatorieae",""
GCC-9E9E3C31-114B-405C-B1AF-007B56863F70,urn:lsid:compositae.org:names:9E9E3C31-114B-405C-B1AF-007B56863F70,urn:lsid:compositae.org:concepts:459054,Asteraceae,Asteraceae,"Chamaemelum rupestre Sommier & Levier",species,,Chamaemelum,"","Mill.",,rupestre,"","Sommier & Levier",,,"","",NULL,"Sommier & Levier",NULL,,"86",1895,,,,"",Synonym,GCC-48CC1B43-C276-4159-9A78-DFCD83E96322,"Tripleurospermum rupestre (Sommier & Levier) Pobed.",GCC-EDFD767F-39F2-40DA-A07A-E50EB02C1119,GCC,9E9E3C31-114B-405C-B1AF-007B56863F70,true,2011-09-26T02:58:32.530,2012-02-11T19:46:03,,"192504-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Euro+Med",""
GCC-C899E949-A52C-44B7-850B-007B70455233,urn:lsid:compositae.org:names:C899E949-A52C-44B7-850B-007B70455233,urn:lsid:compositae.org:concepts:393938,Asteraceae,Asteraceae,"Hieracium antarcticum var. antarcticum",variety,,Hieracium,"","Tourn. ex L.",,antarcticum,"","d'Urv.",variety,antarcticum,NULL,NULL,NULL,NULL,NULL,,"",,,,,"",Synonym,GCC-273890AB-C849-49CC-AD99-2CD812406F4C,"Hieracium antarcticum d'Urv.",GCC-273890AB-C849-49CC-AD99-2CD812406F4C,GCC,C899E949-A52C-44B7-850B-007B70455233,true,2011-06-24T19:55:05.543,2012-02-11T19:46:03,,"","Data Providers:  Tropicos, LCR Editor",""
GCC-99BAB639-4131-45BA-BA46-007B96BC55E5,urn:lsid:compositae.org:names:99BAB639-4131-45BA-BA46-007B96BC55E5,urn:lsid:compositae.org:concepts:559790,Asteraceae,Asteraceae,"Saussurea amurensis var. amurensis",variety,,Saussurea,"","DC.",,amurensis,"","",variety,amurensis,NULL,NULL,NULL,NULL,NULL,,"",,,,,"",Synonym,GCC-FC4D449E-691D-4835-8D05-42BCB67326AF,"Saussurea amurensis",GCC-FC4D449E-691D-4835-8D05-42BCB67326AF,GCC,99BAB639-4131-45BA-BA46-007B96BC55E5,true,2011-06-27T17:19:07.873,2012-02-11T19:46:03,,"","Data Providers:  LCR Editor",""
GCC-1C9E0C28-8FBF-46E1-B88B-007CBA8EFCC2,urn:lsid:compositae.org:names:1C9E0C28-8FBF-46E1-B88B-007CBA8EFCC2,urn:lsid:compositae.org:concepts:399678,Asteraceae,Asteraceae,"Rudbeckia laciniata subsp. laciniata",subspecies,,Rudbeckia,"","L.",,laciniata,"","L.",subspecies,laciniata,NULL,NULL,NULL,NULL,NULL,,"",,,,,"",Synonym,GCC-51F00E9C-526D-49D2-B57C-D983D786BDE3,"Rudbeckia laciniata L.",GCC-51F00E9C-526D-49D2-B57C-D983D786BDE3,GCC,1C9E0C28-8FBF-46E1-B88B-007CBA8EFCC2,true,2011-06-24T22:46:16.763,2012-02-11T19:46:03,,"","Data Providers:  Tropicos, LCR Editor",""
GCC-2834F272-37F9-48CA-99F5-007CDBB0F508,urn:lsid:compositae.org:names:2834F272-37F9-48CA-99F5-007CDBB0F508,urn:lsid:compositae.org:concepts:479373,Asteraceae,Asteraceae,"Xerochrysum leucopsideum (DC.) Paul G.Wilson",species,,Xerochrysum,"","Tzvelev",,leucopsideum,"DC.","(DC.) Paul G.Wilson",,,"","","DC.","Paul G.Wilson",NULL,,"",,,,,"",Accepted,GCC-2834F272-37F9-48CA-99F5-007CDBB0F508,"Xerochrysum leucopsideum (DC.) Paul G.Wilson",GCC-F77D775C-EB92-4A6E-A209-BCC50125AE87,GCC,2834F272-37F9-48CA-99F5-007CDBB0F508,true,2010-04-20T13:33:27,2012-02-11T19:46:03,,"","Data Providers:  New South Wales Flora Online",""
GCC-8BF1F23F-EA17-46FF-A0D9-007CF2EABA14,urn:lsid:compositae.org:names:8BF1F23F-EA17-46FF-A0D9-007CF2EABA14,urn:lsid:compositae.org:concepts:269616,Asteraceae,Asteraceae,"Othonna lateriflora L.f.",species,,Othonna,"","L.",,lateriflora,"","L.f.",,,"","",NULL,"L.f.","Suppl. Pl. 387",,"",1782,,,,"",Synonym,GCC-170CEE6C-5090-4ADC-AF1E-6C56E69EC733,"Euryops lateriflorus (L.f.) DC.",GCC-A7577C40-718F-48BF-8E5A-ADF9D3085CD3,GCC,8BF1F23F-EA17-46FF-A0D9-007CF2EABA14,true,2010-04-18T04:03:52.217,2012-02-11T19:46:03,,"236047-1","Data Providers:  African Plant Database, Govaerts World Compositae Checklist A-G, IPNI, Tropicos",""
GCC-B9CACF09-C989-45F3-A0C6-007D80EF28AA,urn:lsid:compositae.org:names:B9CACF09-C989-45F3-A0C6-007D80EF28AA,urn:lsid:compositae.org:concepts:282467,Asteraceae,Asteraceae,"Cirsium mamiyanum Koidz.",species,,Cirsium,"","Mill.",,mamiyanum,"","Koidz.",,,"","",NULL,"Koidz.",NULL,,"",1910,,,,"",Synonym,GCC-386722EC-1F18-4E3C-B03D-7AC0DA962A01,"Cirsium pectinellum A.Gray",GCC-AFE03D58-FDC5-43BE-9BFA-342F73983345,GCC,B9CACF09-C989-45F3-A0C6-007D80EF28AA,true,2010-04-14T03:15:16.560,2012-02-11T19:46:03,,"195657-1","Data Providers:  Flora of Japan, Govaerts World Compositae Checklist A-G, IPNI",""
GCC-B3B2ACB5-CBE9-44C9-8C16-007E1D164736,urn:lsid:compositae.org:names:B3B2ACB5-CBE9-44C9-8C16-007E1D164736,urn:lsid:compositae.org:concepts:265415,Asteraceae,Asteraceae,"Senecio heteromorphus Hutch. & B.L.Burtt",species,,Senecio,"","L.",,heteromorphus,"","Hutch. & B.L.Burtt",,,"","",NULL,"Hutch. & B.L.Burtt","Rev. Zool. & Bot. Afr. xxiii. 42 (1932)",,"42",1932,,,,"",Synonym,GCC-E55B2335-E37E-467E-9BA6-AFEB0D3A9E85,"Crassocephalum radiatum S.Moore",GCC-8E5155BD-8DA5-4B76-863B-F53BEF3839F9,GCC,B3B2ACB5-CBE9-44C9-8C16-007E1D164736,true,2010-04-19T03:43:06.640,2012-02-11T19:46:03,,"245495-1","Data Providers:  African Plant Database, IPNI","ori:FTA"
GCC-0BBBBB18-872C-4C32-A16D-007E5DDB2F13,urn:lsid:compositae.org:names:0BBBBB18-872C-4C32-A16D-007E5DDB2F13,urn:lsid:compositae.org:concepts:436264,Asteraceae,Asteraceae,"Ajania sikangensis Ling",species,,Ajania,"","Poljakov",,sikangensis,"","Ling",,,"","",NULL,"Ling","in sched.",,"",,,,,"",Synonym,GCC-7B1F2EB0-D116-4565-95FE-44B44648F258,"Ajania tibetica (Hook.f. & Thomson) Tzvelev",GCC-9FFBDAAB-79BF-42A1-97A9-DEF0339236AF,GCC,0BBBBB18-872C-4C32-A16D-007E5DDB2F13,true,2011-09-23T20:52:34.433,2012-02-11T19:46:03,,"","Data Providers:  Tropicos",""
GCC-BD5FE2AE-C2C7-4067-BC0E-007E64BDE29E,urn:lsid:compositae.org:names:BD5FE2AE-C2C7-4067-BC0E-007E64BDE29E,urn:lsid:compositae.org:concepts:294069,Asteraceae,Asteraceae,"Vernonia lastellei Drake",species,,Vernonia,"","Schreb.",,lastellei,"","Drake",,,"","",NULL,"Drake","Bull. Soc. Bot. France 46: 232",,"232",1899,,,,"",Synonym,GCC-5B44D0B0-7D7F-4E7A-8BBE-27F41B05661F,"Distephanus lastellei (Drake) H.Rob. & B.Kahn",GCC-D54B70A2-A124-4CEF-9F59-B775F773D858,GCC,BD5FE2AE-C2C7-4067-BC0E-007E64BDE29E,true,2012-01-26T05:11:04.313,2012-02-11T19:46:03,,"258664-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Tropicos, Robinson Vernonieae","as 'lastellii'"
GCC-F20EF905-A684-4D10-AAA0-007E778D3A68,urn:lsid:compositae.org:names:F20EF905-A684-4D10-AAA0-007E778D3A68,urn:lsid:compositae.org:concepts:373592,Asteraceae,Asteraceae,"Vittadinia cervicularis N.T.Burb. var. cervicularis",variety,,Vittadinia,"","A.Rich.",,cervicularis,"","N.T.Burb.",variety,cervicularis,NULL,"N.T.Burb.",NULL,"N.T.Burb.","Brunonia",,"37, t. 4A, 7B.",1983,,,,"",Accepted,GCC-F20EF905-A684-4D10-AAA0-007E778D3A68,"Vittadinia cervicularis N.T.Burb. var. cervicularis",GCC-D5B2B64A-382E-455A-BF37-C03DC4A1846B,GCC,F20EF905-A684-4D10-AAA0-007E778D3A68,true,2010-04-20T11:02:52.967,2012-02-11T19:46:03,,"164979-3","Data Providers:  IPNI, New South Wales Flora Online, Western Australia Census, Electronic Flora of South Australia",""
GCC-D9EB2CA0-45B0-4666-A9A6-007F2402A573,urn:lsid:compositae.org:names:D9EB2CA0-45B0-4666-A9A6-007F2402A573,urn:lsid:compositae.org:concepts:456733,Asteraceae,Asteraceae,"Cicerbita olgae Leskov",species,,Cicerbita,"","Wallr.",,olgae,"","Leskov",,,"","",NULL,"Leskov",NULL,,"53",1932,,,,"",Synonym,GCC-40875607-389A-4885-875B-33B7B9695637,"Lactuca olgae (Leskov) N.Kilian & Greuter",GCC-6C389004-9E0C-4900-90C0-F534CF668500,GCC,D9EB2CA0-45B0-4666-A9A6-007F2402A573,true,2010-12-20T00:04:17.723,2012-02-11T19:46:03,,"194472-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Tropicos, Euro+Med, Vascular Plants of Russia, Cichorieae Portal",""
GCC-6EAA7DF9-687D-46A8-9BF5-007F2E2F93C8,urn:lsid:compositae.org:names:6EAA7DF9-687D-46A8-9BF5-007F2E2F93C8,urn:lsid:compositae.org:concepts:431925,Asteraceae,Asteraceae,"Koyamacalia latipes (Franch.) H.Rob. & Brettell",species,,Koyamacalia,"","H.Rob. & Brettell",,latipes,"Franch.","(Franch.) H.Rob. & Brettell",,,"","","Franch.","H.Rob. & Brettell","Phytologia 27(4): 272 (1973)",,"272",1973,,GCC-AB344161-AEDF-47B6-9CA4-0B831F88A1F4,,"",Synonym,GCC-4CBF4514-669E-49EA-87E8-6701D3278CFA,"Parasenecio latipes (Franch.) Y.L.Chen",GCC-2F986C55-A4AE-4F35-8A29-1EE4E0A1872E,GCC,6EAA7DF9-687D-46A8-9BF5-007F2E2F93C8,true,2010-04-17T07:15:34.077,2012-02-11T19:46:03,,"227597-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Tropicos, LCR Editor",""
GCC-7DF34C23-7616-4F5C-82D8-0080549A9A8C,urn:lsid:compositae.org:names:7DF34C23-7616-4F5C-82D8-0080549A9A8C,urn:lsid:compositae.org:concepts:260,Asteraceae,Asteraceae,"Hemibaccharis S.F.Blake",genus,,Hemibaccharis,"","S.F.Blake",,,"","",,,"","",NULL,"S.F.Blake",NULL,,"544",1924,,,,"",Synonym,GCC-7C3D4010-FECB-402F-8F41-F8B9E9A11AC2,"Archibaccharis Heering",GCC-676DD2A3-F64A-439D-AF9A-6010B5B26674,GCC,7DF34C23-7616-4F5C-82D8-0080549A9A8C,true,2010-04-16T03:24:04.840,2012-02-11T19:46:03,,"9282-1,291592-2","Data Providers:  Kadereit & Jeffrey 2007, CONABIO, IPNI, Tropicos",""
GCC-DB432AFD-9939-4B9B-97E9-0081351A564C,urn:lsid:compositae.org:names:DB432AFD-9939-4B9B-97E9-0081351A564C,urn:lsid:compositae.org:concepts:306707,Asteraceae,Asteraceae,"Crepis tuberculata Sch.Bip. ex Nyman",species,,Crepis,"","L.",,tuberculata,"","Sch.Bip. ex Nyman",,,"","",NULL,"Sch.Bip. ex Nyman",NULL,,"459",1879,,,,"",Synonym,GCC-3D7CCF7B-7B5A-4E8C-9EFD-B0FF2122853D,"Crepis leontodontoides All.",GCC-ED33DFE9-5D6E-4131-8CA0-C4D1F047CAE1,GCC,DB432AFD-9939-4B9B-97E9-0081351A564C,true,2010-04-14T14:18:20.137,2012-02-11T19:46:03,,"200344-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI",""
GCC-EA48FCFC-A0F8-4F83-B76B-008141D2118F,urn:lsid:compositae.org:names:EA48FCFC-A0F8-4F83-B76B-008141D2118F,urn:lsid:compositae.org:concepts:261246,Asteraceae,Asteraceae,"Gnaphalium virgatum L.",species,,Gnaphalium,"","L.",,virgatum,"","L.",,,"","",NULL,"L.","Syst. Nat. (ed. 10) 2: 1211. 1759.",,"1211",1759,,GCC-EA48FCFC-A0F8-4F83-B76B-008141D2118F,,"",Synonym,GCC-B7E575B1-E2E7-494D-A993-91A0218D183F,"Pterocaulon virgatum (L.) DC.",GCC-2FA15F08-DCFF-4B73-B919-371D3CF2C311,GCC,EA48FCFC-A0F8-4F83-B76B-008141D2118F,true,2010-12-14T16:23:47.160,2012-02-11T19:46:03,,"210209-1","Data Providers:  CONABIO, Flora of the West Indies, Flora Malesiana, Govaerts World Compositae Checklist A-G, IPNI, MesoAmericana, Tropicos, Preliminary Checklist of North American Compositae, Flora del Conosur, Bolivia Checklist",""
GCC-11E8B88C-42F7-4242-B746-00819ED7CF18,urn:lsid:compositae.org:names:11E8B88C-42F7-4242-B746-00819ED7CF18,[none],Asteraceae,Asteraceae,"Aster ciliolatus var. ciliolatus",variety,,Aster,"","L.",,ciliolatus,"","Lindl.",variety,ciliolatus,NULL,NULL,NULL,NULL,NULL,,"",,,,,"",Synonym,GCC-41760199-A17E-46AB-A9EB-775EB0BCF7CF,"Symphyotrichum ciliolatum (Lindl.) Á.Löve & D.Löve",GCC-72BD08F2-9974-4AB8-A7F8-1B874EBE728D,GCC,11E8B88C-42F7-4242-B746-00819ED7CF18,true,2011-09-24T13:24:21.780,2012-02-11T19:46:03,,"","Data Providers:  Tropicos, LCR Editor",""
GCC-99DF1859-9C84-4DAC-9637-008395EC3877,urn:lsid:compositae.org:names:99DF1859-9C84-4DAC-9637-008395EC3877,urn:lsid:compositae.org:concepts:499828,Asteraceae,Asteraceae,"Hieracium kolenatii (Nägeli & Peter) Üksip",species,,Hieracium,"","Tourn. ex L.",,kolenatii,"Nägeli & Peter","(Nägeli & Peter) Üksip",,,"","","Nägeli & Peter","Üksip",NULL,,"",,,,,"",Synonym,GCC-930727C8-B6A5-47DF-9270-BCEB37E1C647,"Hieracium kolenatii (Nägeli & Peter) Kem.-Nath.",GCC-F84FA45B-C1DB-4F8F-9A21-7054E4C71895,GCC,99DF1859-9C84-4DAC-9637-008395EC3877,true,2010-04-16T13:31:29.437,2012-02-11T19:46:03,,"","Data Providers:  Tropicos, Vascular Plants of Russia",""
GCC-0799CEEC-CA26-45C4-9A0F-0083A32EF88E,urn:lsid:compositae.org:names:0799CEEC-CA26-45C4-9A0F-0083A32EF88E,urn:lsid:compositae.org:concepts:547024,Asteraceae,Asteraceae,"Melanthera trilobata Cass.",species,,Melanthera,"","Rohr",,trilobata,"","Cass.",,,"","",NULL,"Cass.","in Dict. Sc. Nat. xxix. 485.",,"xxix. 485",,,,,"",Synonym,GCC-008E774C-C8C7-4B70-94B3-EDE4D0B362F9,"Melanthera nivea (L.) Small",GCC-428D7291-18FB-4E6B-A398-7F03CFA1963B,GCC,0799CEEC-CA26-45C4-9A0F-0083A32EF88E,true,2010-12-15T04:01:02.503,2012-02-11T19:46:03,,"232244-1","Data Providers:  IPNI, Bolivia Checklist",""
GCC-19A1441F-24FA-44C6-B2BF-0083D31E21E8,urn:lsid:compositae.org:names:19A1441F-24FA-44C6-B2BF-0083D31E21E8,urn:lsid:compositae.org:concepts:483808,Asteraceae,Asteraceae,"Hieracium czywczynae (Woł. & Zahn) Schljakov",species,,Hieracium,"","Tourn. ex L.",,czywczynae,"Woł. & Zahn","(Woł. & Zahn) Schljakov",,,"","","Woł. & Zahn","Schljakov",NULL,,"297",1989,,GCC-C82C9493-CFBA-4453-96CC-9DC450302ED1,,"",Synonym,GCC-C82C9493-CFBA-4453-96CC-9DC450302ED1,"Hieracium krasanii subsp. czywczynae Woł. & Zahn",GCC-F84FA45B-C1DB-4F8F-9A21-7054E4C71895,GCC,19A1441F-24FA-44C6-B2BF-0083D31E21E8,true,2010-12-19T16:23:09.490,2012-02-11T19:46:03,,"947351-1","Data Providers:  IPNI, Euro+Med, Vascular Plants of Russia, Cichorieae Portal",""
GCC-7A5D1D01-C40B-46C8-ACFF-0083ECB4214F,urn:lsid:compositae.org:names:7A5D1D01-C40B-46C8-ACFF-0083ECB4214F,urn:lsid:compositae.org:concepts:332957,Asteraceae,Asteraceae,"Cirsium hybridum Koch ex DC.",species,,Cirsium,"","Mill.",,hybridum,"","Koch ex DC.",,,"","",NULL,"Koch ex DC.",NULL,,"463",1815,,,,"",Accepted,GCC-7A5D1D01-C40B-46C8-ACFF-0083ECB4214F,"Cirsium hybridum Koch ex DC.",GCC-AFE03D58-FDC5-43BE-9BFA-342F73983345,GCC,7A5D1D01-C40B-46C8-ACFF-0083ECB4214F,true,2010-04-14T02:46:25.030,2012-02-11T19:46:03,,"195488-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, LCR Editor",""
GCC-03EC6DED-BACD-4DD6-BB61-0084643B727E,urn:lsid:compositae.org:names:03EC6DED-BACD-4DD6-BB61-0084643B727E,urn:lsid:compositae.org:concepts:284304,Asteraceae,Asteraceae,"Adenostemma hirsutum (Blume) DC.",species,,Adenostemma,"","J.R.Forst & G.Forst.",,hirsutum,"Blume","(Blume) DC.",,,"","","Blume","DC.","Prodr. 5",,"113",1836,,GCC-FE7BD256-D429-4C2A-847F-8E4522B21CF5,,"",Accepted,GCC-03EC6DED-BACD-4DD6-BB61-0084643B727E,"Adenostemma hirsutum (Blume) DC.",GCC-080DBB7C-6687-4173-A1FE-EBB30CBEFF89,GCC,03EC6DED-BACD-4DD6-BB61-0084643B727E,true,2011-09-23T17:12:44.670,2012-02-11T19:46:03,,"174998-1","Data Providers:  Flora Malesiana, LCR Editor, Govaerts World Compositae Checklist A-G, IPNI, Tropicos, Robinson Eupatorieae",""
GCC-AC727A5C-25A6-4CB5-930F-00848BF362D4,urn:lsid:compositae.org:names:AC727A5C-25A6-4CB5-930F-00848BF362D4,urn:lsid:compositae.org:concepts:296933,Asteraceae,Asteraceae,"Gynoxys cuatrecasasii B.Herrera",species,,Gynoxys,"","Cass.",,cuatrecasasii,"","B.Herrera",,,"","",NULL,"B.Herrera",NULL,,"40",1980,,,,"",Accepted,GCC-AC727A5C-25A6-4CB5-930F-00848BF362D4,"Gynoxys cuatrecasasii B.Herrera",GCC-B9076A81-25C6-4A5D-BC57-0156A953715F,GCC,AC727A5C-25A6-4CB5-930F-00848BF362D4,true,2010-04-15T20:52:19.530,2012-02-11T19:46:03,,"972131-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Tropicos",""
