t1ID,GCCLSID,ConceptLSID,acceptedFamily,family,fullName,rank,genusHybridMarker,genus,genusBasionymAuthors,genusAuthors,speciesHybridMarker,species,speciesBasAuthors,speciesAuthors,infraspecificRank,infraspecificEpithet,infraspecificBasAuthors,infraspecificAuthors,basionymAuthors,primaryAuthors,publication,collation,page,date,reference,basionymID,replacedSynonymID,nomenclaturalRemarks,taxonomicStatus,acceptedNameID,acceptedName,parentNameID,source,originalID,lastModifiedInSourceAvailable,lastModifiedInSource,dateExported,ipniID,IPNIContributions,GCCDataProviders,notes
GCC-74EC325B-73F3-412F-BF89-013C3113D33F,urn:lsid:compositae.org:names:74EC325B-73F3-412F-BF89-013C3113D33F,urn:lsid:compositae.org:concepts:262909,Asteraceae,Asteraceae,"Ekmaniopappus alainii (J.Jiménez Alm.) Borhidi",species,,Ekmaniopappus,"","Borhidi",,alainii,"J.Jiménez Alm.","(J.Jiménez Alm.) Borhidi",,,"","","J.Jiménez Alm.","Borhidi","Acta Bot. Hung. 37",,"111",1992,,GCC-5ABDFF32-08CA-423F-88A4-BF8D16A3771E,,"",Synonym,GCC-981A2D7B-76C5-4D89-8FC5-4F2640C21E25,"Nesampelos alainii (J.Jiménez Alm.) B.Nord.",GCC-42AC6594-0097-4340-958F-00EAF903692C,GCC,74EC325B-73F3-412F-BF89-013C3113D33F,true,2010-04-14T21:57:33.310,2012-02-11T19:46:03,,"977183-1,1082069-2","Data Providers:  Flora of the West Indies, Govaerts World Compositae Checklist A-G, IPNI, Tropicos",""
GCC-EFD419F5-75FF-43B2-B7BA-013D9CC009CC,urn:lsid:compositae.org:names:EFD419F5-75FF-43B2-B7BA-013D9CC009CC,urn:lsid:compositae.org:concepts:564569,Asteraceae,Asteraceae,"Stylocline gnaphaloides var. gnaphaloides",variety,,Stylocline,"","Nutt.",,gnaphaloides,"","Nutt.",variety,gnaphaloides,NULL,NULL,NULL,NULL,NULL,,"",,,,,"",Synonym,GCC-DBEFB976-0438-4D84-A988-EFEB837A1248,"Stylocline gnaphaloides Nutt.",GCC-DBEFB976-0438-4D84-A988-EFEB837A1248,GCC,EFD419F5-75FF-43B2-B7BA-013D9CC009CC,true,2011-06-28T16:02:39.357,2012-02-11T19:46:03,,"","Data Providers:  LCR Editor",""
GCC-78CAAFF0-404F-4053-8565-013DB689D8BF,urn:lsid:compositae.org:names:78CAAFF0-404F-4053-8565-013DB689D8BF,urn:lsid:compositae.org:concepts:436885,Asteraceae,Asteraceae,"Dahlia scapigera f. purpurea Sherff",forma,,Dahlia,"","Cav.",,scapigera,"A.Dietr.","(A.Dietr.) Knowles & Westc.",forma,purpurea,NULL,"Sherff",NULL,"Sherff","Amer. J. Bot. 34",,"145",1947,,,,"",Synonym,GCC-05576F61-B207-4948-A603-FC972EA9B164,"Dahlia australis (Sherff) P.D.Sørensen",GCC-5799E8FA-07E7-44B6-AC21-508EB9B88899,GCC,78CAAFF0-404F-4053-8565-013DB689D8BF,true,2010-04-14T16:20:10.547,2012-02-11T19:46:03,,"292852-2","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Tropicos",""
GCC-048D1FE0-C2B8-4371-A9AE-013F206B5A59,urn:lsid:compositae.org:names:048D1FE0-C2B8-4371-A9AE-013F206B5A59,urn:lsid:compositae.org:concepts:498212,Asteraceae,Asteraceae,"Gochnatia cubensis var. cubensis",variety,,Gochnatia,"","Kunth",,cubensis,"Carabia","(Carabia) Jervis & Alain",variety,cubensis,NULL,NULL,NULL,NULL,NULL,,"",,,,,"",Accepted,GCC-048D1FE0-C2B8-4371-A9AE-013F206B5A59,"Gochnatia cubensis var. cubensis",GCC-E0004417-702E-431F-9137-4C70D4CD669F,GCC,048D1FE0-C2B8-4371-A9AE-013F206B5A59,true,2010-04-15T18:25:31.513,2012-02-11T19:46:03,,"","Data Providers:  Cuban Endemic Asteraceae, LCR Editor",""
GCC-6ED94311-3CBF-41A1-A2BB-013F3314047A,urn:lsid:compositae.org:names:6ED94311-3CBF-41A1-A2BB-013F3314047A,urn:lsid:compositae.org:concepts:283357,Asteraceae,Asteraceae,"Lactuca ×denticulatoplatyphylla Makino",species,,Lactuca,"","L.",×,×denticulatoplatyphylla,"","Makino",,,"","",NULL,"Makino",NULL,,"",1917,,,,"",Synonym,GCC-18A4DCDD-E5A5-49FA-8567-E8CD55422D53,"Sonchus denticulato-platyphylla (Makino) Kitam.",GCC-CF4A3349-B546-48AF-A6FF-67669BDBC6AC,GCC,6ED94311-3CBF-41A1-A2BB-013F3314047A,true,2010-04-17T07:47:05.357,2012-02-11T19:46:03,,"227964-1","Data Providers:  Flora of Japan, Govaerts World Compositae Checklist A-G, IPNI",""
GCC-7EFF4554-B19E-4B29-A9A4-013F644C6A48,urn:lsid:compositae.org:names:7EFF4554-B19E-4B29-A9A4-013F644C6A48,urn:lsid:compositae.org:concepts:356976,Asteraceae,Asteraceae,"Synotis ionodasys (Hand.-Mazz.) C.Jeffrey & Y.L.Chen",species,,Synotis,"C.B.Clarke","(C.B.Clarke) C.Jeffrey & Y.L.Chen",,ionodasys,"Hand.-Mazz.","(Hand.-Mazz.) C.Jeffrey & Y.L.Chen",,,"","","Hand.-Mazz.","C.Jeffrey & Y.L.Chen","Kew Bull. 39(2): 320 (1984):",,"320",1984,,GCC-9107B810-90C5-4BD7-9FCD-C6E5E4E85786,,"",Accepted,GCC-7EFF4554-B19E-4B29-A9A4-013F644C6A48,"Synotis ionodasys (Hand.-Mazz.) C.Jeffrey & Y.L.Chen",GCC-58717ABA-8566-4769-9F18-63EE68633EBB,GCC,7EFF4554-B19E-4B29-A9A4-013F644C6A48,true,2010-09-06T14:35:52.700,2012-02-11T19:46:03,,"914683-1","Data Providers:  IPNI, Flora of China Project, Tropicos, LCR Editor",""
GCC-5509011F-28BB-4342-B4ED-01409B643130,urn:lsid:compositae.org:names:5509011F-28BB-4342-B4ED-01409B643130,urn:lsid:compositae.org:concepts:321252,Asteraceae,Asteraceae,"Symphyotrichum laeve var. concinnum (Willd.) G.L.Nesom",variety,,Symphyotrichum,"","Nees",,laeve,"L.","(L.) Á.Löve & D.Löve",variety,concinnum,"Willd.","(Willd.) G.L.Nesom","Willd.","G.L.Nesom",NULL,,"283",,,GCC-9E79A8BF-596E-42EA-8672-F542ED27EF6A,,"",Accepted,GCC-5509011F-28BB-4342-B4ED-01409B643130,"Symphyotrichum laeve var. concinnum (Willd.) G.L.Nesom",GCC-D112BFF7-727F-46EA-8CBE-844E473FA5D1,GCC,5509011F-28BB-4342-B4ED-01409B643130,true,2010-04-19T18:25:23.483,2012-02-11T19:46:03,,"981838-1,1110760-2","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Tropicos, Preliminary Checklist of North American Compositae",""
GCC-024D42F9-804C-40D1-89BF-0140A576E206,urn:lsid:compositae.org:names:024D42F9-804C-40D1-89BF-0140A576E206,urn:lsid:compositae.org:concepts:533438,Asteraceae,Asteraceae,"Lactuca crepidioides Vaniot",species,,Lactuca,"","L.",,crepidioides,"","Vaniot",,,"","",NULL,"Vaniot","in Bull. Acad. Geogr. Bot. xii. (1903) 244.",,"244",1903,,,,"",Synonym,GCC-B84613E9-9C7D-4C15-A1B2-A9EF028B88A2,"Ixeridium dentatum (Thunb.) Tzvelev subsp. dentatum",GCC-CF4A3349-B546-48AF-A6FF-67669BDBC6AC,GCC,024D42F9-804C-40D1-89BF-0140A576E206,true,2010-12-16T07:11:11.350,2012-02-11T19:46:03,,"227949-1","Data Providers:  IPNI, Tropicos, Cichorieae Portal",""
GCC-0B56E19F-54F9-44DD-BDBF-0140B26CE773,urn:lsid:compositae.org:names:0B56E19F-54F9-44DD-BDBF-0140B26CE773,urn:lsid:compositae.org:concepts:294377,Asteraceae,Asteraceae,"Crepis modocensis Greene",species,,Crepis,"","L.",,modocensis,"","Greene",,,"","",NULL,"Greene","Erythea 3",,"48",1895,,,,"",Accepted,GCC-0B56E19F-54F9-44DD-BDBF-0140B26CE773,"Crepis modocensis Greene",GCC-ED33DFE9-5D6E-4131-8CA0-C4D1F047CAE1,GCC,0B56E19F-54F9-44DD-BDBF-0140B26CE773,true,2011-10-21T20:58:24.903,2012-02-11T19:46:03,,"69352-2,200059-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Tropicos, Preliminary Checklist of North American Compositae, Cichorieae Portal, LCR Editor","as 'Modocensis'"
GCC-5D31DC80-D10A-4F1E-8C3D-0140CE640BA9,urn:lsid:compositae.org:names:5D31DC80-D10A-4F1E-8C3D-0140CE640BA9,urn:lsid:compositae.org:concepts:323401,Asteraceae,Asteraceae,"Calea zacatechichi var. laevigata Standl. & L.O.Williams",variety,,Calea,"","L.",,zacatechichi,"","Schltdl.",variety,laevigata,NULL,"Standl. & L.O.Williams",NULL,"Standl. & L.O.Williams","Ceiba 1",,"93",1950,,,,"",Synonym,GCC-4E922615-5FC2-4A86-8F59-352095E61745,"Calea ternifolia Kunth",GCC-A3052879-BD64-4879-98C1-587A3861F35E,GCC,5D31DC80-D10A-4F1E-8C3D-0140CE640BA9,true,2011-09-25T11:22:41.140,2012-02-11T19:46:03,,"42016-2","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, MesoAmericana, Tropicos",""
GCC-4D614F36-2BDB-4CD8-AD85-014156254414,urn:lsid:compositae.org:names:4D614F36-2BDB-4CD8-AD85-014156254414,[none],Asteraceae,Asteraceae,"Trixis longifolia",species,,Trixis,"","Sw.",,longifolia,"","",,,"","",NULL,NULL,NULL,,"",,,,,"",Accepted,GCC-4D614F36-2BDB-4CD8-AD85-014156254414,"Trixis longifolia",GCC-2FACBE6D-1102-4D76-AEC9-671C3C4604A1,GCC,4D614F36-2BDB-4CD8-AD85-014156254414,true,2011-12-22T14:16:49.483,2012-02-11T19:46:03,,"","Data Providers:  CONABIO, LCR Editor",""
GCC-9BB9DCD5-C3E0-4DF3-B38F-0141587C8989,urn:lsid:compositae.org:names:9BB9DCD5-C3E0-4DF3-B38F-0141587C8989,urn:lsid:compositae.org:concepts:565938,Asteraceae,Asteraceae,"Vernonia hillii Hutch. & Dalz.",species,,Vernonia,"","Schreb.",,hillii,"","Hutch. & Dalz.",,,"","",NULL,"Hutch. & Dalz.","Fl. W. Trop. Afr. ed. 1. 2: 165, 168. 1931.",,"",1931,,,,"",Synonym,GCC-FD843F37-9F27-43E7-926E-33D81D453F23,"Linzia ituriensis (Muschl.) H.Rob.",GCC-D54B70A2-A124-4CEF-9F59-B775F773D858,GCC,9BB9DCD5-C3E0-4DF3-B38F-0141587C8989,true,2012-01-26T03:40:52.047,2012-02-11T19:46:03,,"","Data Providers:  Robinson Vernonieae",""
GCC-9C52554C-39DD-49F2-8F32-0141F2FC5F3F,urn:lsid:compositae.org:names:9C52554C-39DD-49F2-8F32-0141F2FC5F3F,urn:lsid:compositae.org:concepts:510214,Asteraceae,Asteraceae,"Achillea crithmifolia var. bulgarica Degen & Urum.",variety,,Achillea,"","L.",,crithmifolia,"","Waldst. & Kit.",variety,bulgarica,NULL,"Degen & Urum.",NULL,"Degen & Urum.","Degen & Urum. in Spis. Balg. Akad. Nauk. 5. 1912.",,"16",1912,,,,"",Synonym,GCC-A9371D00-EF31-40FF-BA38-7D988DD5E593,"Achillea crithmifolia Waldst. & Kit.",GCC-A9371D00-EF31-40FF-BA38-7D988DD5E593,GCC,9C52554C-39DD-49F2-8F32-0141F2FC5F3F,true,2011-09-23T13:48:43.217,2012-02-11T19:46:03,,"","Data Providers:  Govaerts World Compositae Checklist A-G, Euro+Med, LCR Editor",""
GCC-3814A9FD-1CE8-4490-BA5D-01429A463B48,urn:lsid:compositae.org:names:3814A9FD-1CE8-4490-BA5D-01429A463B48,urn:lsid:compositae.org:concepts:283162,Asteraceae,Asteraceae,"Cirsium weyrichii Maxim.",species,,Cirsium,"","Mill.",,weyrichii,"","Maxim.",,,"","",NULL,"Maxim.","Prim. Fl. Amur.: 174 (1859)",,"174",1859,,,,"",Synonym,GCC-D34BC1E6-8EEC-4A8A-B291-005B7E364D8C,"Cirsium kamtschaticum Ledeb. ex DC.",GCC-AFE03D58-FDC5-43BE-9BFA-342F73983345,GCC,3814A9FD-1CE8-4490-BA5D-01429A463B48,true,2010-04-14T04:43:15.420,2012-02-11T19:46:03,,"196200-1","Data Providers:  Flora of Japan, Govaerts World Compositae Checklist A-G, IPNI, Tropicos, Vascular Plants of Russia",""
GCC-711D2EF3-8786-4978-B08E-0142F0704CB8,urn:lsid:compositae.org:names:711D2EF3-8786-4978-B08E-0142F0704CB8,urn:lsid:compositae.org:concepts:397436,Asteraceae,Asteraceae,"Mikania tristachya W.C.Holmes",species,,Mikania,"","Willd.",,tristachya,"","W.C.Holmes",,,"","",NULL,"W.C.Holmes","Phytologia 65(3): 244. 1988. ",,"244",1988,,,,"",Accepted,GCC-711D2EF3-8786-4978-B08E-0142F0704CB8,"Mikania tristachya W.C.Holmes",GCC-ED8EB937-82F3-4818-88E1-5EE779DD215E,GCC,711D2EF3-8786-4978-B08E-0142F0704CB8,true,2012-01-22T14:33:17.140,2012-02-11T19:46:03,,"280928-2,935885-1","Data Providers:  IPNI, Tropicos, Colombia Checklist, Robinson Eupatorieae",""
GCC-3027143B-C052-4932-B782-014356579BDD,urn:lsid:compositae.org:names:3027143B-C052-4932-B782-014356579BDD,urn:lsid:compositae.org:concepts:503162,Asteraceae,Asteraceae,"Hieracium murorum subsp. integrilaterum (Dahlst.) Zahn",subspecies,,Hieracium,"","Tourn. ex L.",,murorum,"","C.B.Clarke",subspecies,integrilaterum,"Dahlst.","(Dahlst.) Zahn","Dahlst.","Zahn","Zahn, in Engler, Pflanzenr. 76. 1921.",,"305",1921,,,,"",Synonym,GCC-1C56F853-EB9D-43D2-8A8C-21AB7F1032BD,"Hieracium integrilaterum (Dahlst.) Omang",GCC-B4B3E6C3-986F-48F7-A5E0-320CAC1A1037,GCC,3027143B-C052-4932-B782-014356579BDD,true,2010-04-16T16:11:58.467,2012-02-11T19:46:03,,"","Data Providers:  Euro+Med",""
GCC-EC50E3BE-D98E-4644-B92C-01437F0EB595,urn:lsid:compositae.org:names:EC50E3BE-D98E-4644-B92C-01437F0EB595,urn:lsid:compositae.org:concepts:472260,Asteraceae,Asteraceae,"Hieracium calabrum Nägeli & Peter",species,,Hieracium,"","Tourn. ex L.",,calabrum,"","Nägeli & Peter",,,"","",NULL,"Nägeli & Peter",NULL,,"",1885,,,,"",Synonym,GCC-B0380934-E874-4516-86FC-E7E306E68114,"Pilosella fulviseta (Bertol.) Soják",GCC-F84FA45B-C1DB-4F8F-9A21-7054E4C71895,GCC,EC50E3BE-D98E-4644-B92C-01437F0EB595,true,2010-12-20T11:34:30.570,2012-02-11T19:46:03,,"215706-1","Data Providers:  IPNI, Tropicos, Euro+Med, Cichorieae Portal",""
GCC-390E1F60-6EA2-4BC7-B786-0143832B9870,urn:lsid:compositae.org:names:390E1F60-6EA2-4BC7-B786-0143832B9870,urn:lsid:compositae.org:concepts:439899,Asteraceae,Asteraceae,"Vernonia taylorae Standl.",species,,Vernonia,"","Schreb.",,taylorae,"","Standl.",,,"","",NULL,"Standl.",NULL,,"224",1937,,,,"",Synonym,GCC-9CC9B736-360A-4623-946B-41FAAEE6B2A1,"Vernonia greggii A.Gray",GCC-D54B70A2-A124-4CEF-9F59-B775F773D858,GCC,390E1F60-6EA2-4BC7-B786-0143832B9870,true,2012-01-26T07:49:05.873,2012-02-11T19:46:03,,"264612-2,259506-1","Data Providers:  CONABIO, IPNI, Tropicos, Robinson Vernonieae","as Vernonia 'Taylorae'"
GCC-F454FB47-004B-4B59-85D9-01438656F13A,urn:lsid:compositae.org:names:F454FB47-004B-4B59-85D9-01438656F13A,urn:lsid:compositae.org:concepts:275751,Asteraceae,Asteraceae,"Volutaria lippii subsp. medians (Maire) Wagenitz",subspecies,,Volutaria,"","Cass.",,lippii,"L.","(L.) Cass. ex Maire",subspecies,medians,"Maire","(Maire) Wagenitz","Maire","Wagenitz",NULL,,"409",1991,,,,"",Accepted,GCC-F454FB47-004B-4B59-85D9-01438656F13A,"Volutaria lippii subsp. medians (Maire) Wagenitz",GCC-9E09AC92-72E4-438C-909B-FCB8885FCDC7,GCC,F454FB47-004B-4B59-85D9-01438656F13A,true,2010-04-20T11:19:31.310,2012-02-11T19:46:03,,"966968-1","Data Providers:  African Plant Database, IPNI, Tropicos, Euro+Med","ori:FTA-FNA"
GCC-B2930DB6-D8D0-49AB-967E-0143938F4B10,urn:lsid:compositae.org:names:B2930DB6-D8D0-49AB-967E-0143938F4B10,urn:lsid:compositae.org:concepts:561832,Asteraceae,Asteraceae,"Lappa bardana var. bardana",variety,,Lappa,"","Tourn. ex Scop.",,bardana,"","Moench",variety,bardana,NULL,NULL,NULL,NULL,NULL,,"",,,,,"",Synonym,GCC-5D05986B-B3C6-4A5E-BCF6-8C8C22861DA8,"Lappa bardana Moench",GCC-5D05986B-B3C6-4A5E-BCF6-8C8C22861DA8,GCC,B2930DB6-D8D0-49AB-967E-0143938F4B10,true,2011-06-27T21:42:36.060,2012-02-11T19:46:03,,"","Data Providers:  LCR Editor",""
GCC-22FCA064-4756-4A51-964A-0144646BE19C,urn:lsid:compositae.org:names:22FCA064-4756-4A51-964A-0144646BE19C,urn:lsid:compositae.org:concepts:407494,Asteraceae,Asteraceae,"Senecio emirnensis var. angavonensis (Bojer ex DC.) Humbert",variety,,Senecio,"","L.",,emirnensis,"","DC.",variety,angavonensis,"Bojer ex DC.","(Bojer ex DC.) Humbert","Bojer ex DC.","Humbert","Memoires de la Societe Linneenne de Normandie 25:",,"135",1923,,GCC-9690F42E-E1FC-4D54-A52F-6C629D58B0DE,,"",Synonym,GCC-EEA2EC0D-6A5D-42F7-9CDC-1197F973E980,"Senecio emirnensis subsp. angavonensis (Bojer ex DC.) Humbert",GCC-E10879A4-4387-46DE-BC4D-18948B4A951B,GCC,22FCA064-4756-4A51-964A-0144646BE19C,true,2010-04-19T02:37:43.920,2012-02-11T19:46:03,,"","Data Providers:  Tropicos",""
GCC-59D26798-AF59-4278-83BD-0144DC7C5DF0,urn:lsid:compositae.org:names:59D26798-AF59-4278-83BD-0144DC7C5DF0,urn:lsid:compositae.org:concepts:542118,Asteraceae,Asteraceae,"Taraxacum diversicolor Sonck",species,,Taraxacum,"","Weber ex F.H.Wigg.",,diversicolor,"","Sonck",,,"","",NULL,"Sonck","Ann. Bot. Fenn. 20(1): 47",,"47",1983,,,,"",Accepted,GCC-59D26798-AF59-4278-83BD-0144DC7C5DF0,"Taraxacum diversicolor Sonck",GCC-AC8194FF-8493-430B-B3E2-3F67778876A2,GCC,59D26798-AF59-4278-83BD-0144DC7C5DF0,true,2010-12-16T04:45:59.790,2012-02-11T19:46:03,,"903204-1","Data Providers:  IPNI, Cichorieae Portal",""
GCC-44417A04-96F7-481F-9689-0144ED17645E,urn:lsid:compositae.org:names:44417A04-96F7-481F-9689-0144ED17645E,urn:lsid:compositae.org:concepts:295429,Asteraceae,Asteraceae,"Eremanthus elaegnus",species,,Eremanthus,"","Less.",,elaegnus,"","",,,"","",NULL,NULL,NULL,,"",,,,,"",Accepted,GCC-44417A04-96F7-481F-9689-0144ED17645E,"Eremanthus elaegnus",GCC-27CDC171-ED88-414D-8FAD-DCF25F8FC3ED,GCC,44417A04-96F7-481F-9689-0144ED17645E,true,2010-04-14T23:40:57.013,2012-02-11T19:46:03,,"","Data Providers:  Govaerts World Compositae Checklist A-G",""
GCC-0348FD05-2480-4D23-8D2F-01450D01677F,urn:lsid:compositae.org:names:0348FD05-2480-4D23-8D2F-01450D01677F,urn:lsid:compositae.org:concepts:397794,Asteraceae,Asteraceae,"Oligactis sessiliflora (Kunth) H.Rob. & Brettell",species,,Oligactis,"Kunth","(Kunth) Cass.",,sessiliflora,"Kunth","(Kunth) H.Rob. & Brettell",,,"","","Kunth","H.Rob. & Brettell",NULL,,"58",1974,,GCC-C283FD05-ED1C-4DA8-A681-829C5B5AA7E3,,"",Accepted,GCC-0348FD05-2480-4D23-8D2F-01450D01677F,"Oligactis sessiliflora (Kunth) H.Rob. & Brettell",GCC-47E7C2D7-45A0-4353-A5AA-FC79F86DFBC0,GCC,0348FD05-2480-4D23-8D2F-01450D01677F,true,2010-08-27T16:15:09.310,2012-02-11T19:46:03,,"173688-2,235002-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Tropicos, Colombia Checklist",""
GCC-9C148B71-12C2-4163-82E7-0145BF65835C,urn:lsid:compositae.org:names:9C148B71-12C2-4163-82E7-0145BF65835C,urn:lsid:compositae.org:concepts:333088,Asteraceae,Asteraceae,"Cirsium portae Hausm.",species,,Cirsium,"","Mill.",,portae,"","Hausm.",,,"","",NULL,"Hausm.",NULL,,"373",1858,,,,"",Synonym,GCC-33704ABA-D285-4211-B243-297C4C215D94,"Cirsium linkianum",GCC-AFE03D58-FDC5-43BE-9BFA-342F73983345,GCC,9C148B71-12C2-4163-82E7-0145BF65835C,true,2010-06-25T15:28:42.057,2012-02-11T19:46:03,,"195858-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI",""
GCC-480DB699-7672-46D0-9737-01461C3A3B34,urn:lsid:compositae.org:names:480DB699-7672-46D0-9737-01461C3A3B34,urn:lsid:compositae.org:concepts:262050,Asteraceae,Asteraceae,"Thymophylla aurantiaca (Brandegee) Rydb.",species,,Thymophylla,"","Lag.",,aurantiaca,"Brandegee","(Brandegee) Rydb.",,,"","","Brandegee","Rydb.","N. Amer. Fl. 34",,"175",1915,,GCC-49005CFB-AF42-47C7-A0A8-FEB9D383B07F,,"",Accepted,GCC-480DB699-7672-46D0-9737-01461C3A3B34,"Thymophylla aurantiaca (Brandegee) Rydb.",GCC-3C619022-1D2A-4914-A3E8-5393B7411322,GCC,480DB699-7672-46D0-9737-01461C3A3B34,true,2010-04-20T00:35:58.530,2012-02-11T19:46:03,,"253195-2,255680-1","Data Providers:  CONABIO, Govaerts World Compositae Checklist A-G, IPNI, MesoAmericana, Tropicos",""
GCC-CD9D1ED8-4E28-441B-AF7C-014632948601,urn:lsid:compositae.org:names:CD9D1ED8-4E28-441B-AF7C-014632948601,urn:lsid:compositae.org:concepts:265822,Asteraceae,Asteraceae,"Silybum eburneum Coss. & Durieu",species,,Silybum,"","Vaill. ex Adans.",,eburneum,"","Coss. & Durieu",,,"","",NULL,"Coss. & Durieu",NULL,,"366",1855,,,,"",Accepted,GCC-CD9D1ED8-4E28-441B-AF7C-014632948601,"Silybum eburneum Coss. & Durieu",GCC-93224883-8002-4FFB-BAF7-1666F58CB61A,GCC,CD9D1ED8-4E28-441B-AF7C-014632948601,true,2011-12-23T04:41:57.373,2012-02-11T19:46:03,,"249205-1","Data Providers:  African Plant Database, IPNI, Euro+Med, LCR Editor, Preliminary Checklist of North American Compositae","ori:FNA"
GCC-DA6E7342-06C3-4DA6-8FE0-0146368B8BA3,urn:lsid:compositae.org:names:DA6E7342-06C3-4DA6-8FE0-0146368B8BA3,urn:lsid:compositae.org:concepts:280114,Asteraceae,Asteraceae,"Helichrysum plumeum Allan",species,,Helichrysum,"","Mill.",,plumeum,"","Allan",,,"","",NULL,"Allan",NULL,,"",1947,,GCC-DA6E7342-06C3-4DA6-8FE0-0146368B8BA3,,"",Accepted,GCC-DA6E7342-06C3-4DA6-8FE0-0146368B8BA3,"Helichrysum plumeum Allan",GCC-602B4E6F-CF3A-4642-9204-B1D302D25C75,GCC,DA6E7342-06C3-4DA6-8FE0-0146368B8BA3,true,2010-04-16T02:08:14.077,2012-02-11T19:46:03,,"213191-1","Data Providers:  New Zealand Plant Name Database, LCR Editor, IPNI, Tropicos",""
GCC-F96B9A3D-AFD4-4463-BE54-0146C5746299,urn:lsid:compositae.org:names:F96B9A3D-AFD4-4463-BE54-0146C5746299,urn:lsid:compositae.org:concepts:479558,Asteraceae,Asteraceae,"Erigeron acris subsp. botschantzevii Greuter",subspecies,,Erigeron,"","L.",,acris,"","L.",subspecies,botschantzevii,NULL,"Greuter",NULL,"Greuter","Greuter in Willdenowia 35. 2005.",,"229",2005,,,GCC-7A94BB3A-6ECD-49ED-9F01-CF291FC40A2C,"",Accepted,GCC-F96B9A3D-AFD4-4463-BE54-0146C5746299,"Erigeron acris subsp. botschantzevii Greuter",GCC-99E0C922-59BB-4D6C-9365-4D6999BC17B3,GCC,F96B9A3D-AFD4-4463-BE54-0146C5746299,true,2010-04-15T00:18:50.327,2012-02-11T19:46:03,,"","Data Providers:  Euro+Med, LCR Editor",""
GCC-D7036453-B4B9-4953-B480-0146F1018F41,urn:lsid:compositae.org:names:D7036453-B4B9-4953-B480-0146F1018F41,urn:lsid:compositae.org:concepts:270916,Asteraceae,Asteraceae,"Helipterum brachypterum Levyns",species,,Helipterum,"","DC.",,brachypterum,"","Levyns",,,"","",NULL,"Levyns","J. S. African Bot. vii. 84 (1941).",,"vii. 84",1941,,,,"",Synonym,GCC-1E7EE789-179E-40D1-A732-64DDA0DB219E,"Syncarpha zeyheri (Sond.) B.Nord.",GCC-EF6347B6-8DF7-4725-A4FB-DBFFE7FFE9F1,GCC,D7036453-B4B9-4953-B480-0146F1018F41,true,2010-04-16T02:59:57.950,2012-02-11T19:46:03,,"213567-1","Data Providers:  African Plant Database, IPNI, Tropicos","ori:FSA"
GCC-F121AC86-03E4-4D50-90B1-01472BB74E0B,urn:lsid:compositae.org:names:F121AC86-03E4-4D50-90B1-01472BB74E0B,urn:lsid:compositae.org:concepts:312338,Asteraceae,Asteraceae,"Erigeron vulgaris Scheele ex Nyman",species,,Erigeron,"","L.",,vulgaris,"","Scheele ex Nyman",,,"","",NULL,"Scheele ex Nyman",NULL,,"389",1879,,,,"",Synonym,GCC-C8050885-A641-472E-BB37-B984A54FED45,"Erigeron acer L.",GCC-33954188-64C1-4BA9-8BC8-4CA796E4B229,GCC,F121AC86-03E4-4D50-90B1-01472BB74E0B,true,2010-06-25T16:39:37.573,2012-02-11T19:46:03,,"204685-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI",""
GCC-F95DC709-BC49-4ACD-8F73-01478B2EF4AE,urn:lsid:compositae.org:names:F95DC709-BC49-4ACD-8F73-01478B2EF4AE,urn:lsid:compositae.org:concepts:485533,Asteraceae,Asteraceae,"Hieracium conringiifolium Arv.-Touv.",species,,Hieracium,"","Tourn. ex L.",,conringiifolium,"","Arv.-Touv.",,,"","",NULL,"Arv.-Touv.",NULL,,"34",1881,,,,"",Synonym,GCC-3D4837F1-9C5C-44E2-8F7E-F64891751BA9,"Hieracium ramosissimum subsp. conringiifolium (Arv.-Touv.) Zahn",GCC-F84FA45B-C1DB-4F8F-9A21-7054E4C71895,GCC,F95DC709-BC49-4ACD-8F73-01478B2EF4AE,true,2010-12-19T13:28:46.850,2012-02-11T19:46:03,,"216382-1","Data Providers:  IPNI, Euro+Med, Cichorieae Portal",""
GCC-1C82B559-2BAC-4F80-9499-01479C5E5AD0,urn:lsid:compositae.org:names:1C82B559-2BAC-4F80-9499-01479C5E5AD0,urn:lsid:compositae.org:concepts:510667,Asteraceae,Asteraceae,"Symphyotrichum ×tardiflorum (L.)",species,,Symphyotrichum,"","Nees",×,×tardiflorum,"L.","(L.)",,,"","","L.",NULL,"Taxon 54(1)",,"155 (-156)",2005,,GCC-A4E696C8-25D3-4C2E-8C54-0AE1587C84AA,,"",Accepted,GCC-1C82B559-2BAC-4F80-9499-01479C5E5AD0,"Symphyotrichum ×tardiflorum (L.)",GCC-8A1DD401-35B0-4D3C-948E-5CA1D113F9F2,GCC,1C82B559-2BAC-4F80-9499-01479C5E5AD0,true,2010-06-24T22:11:55.403,2012-02-11T19:46:03,,"77065727-1","Data Providers:  IPNI, Preliminary Checklist of North American Compositae","[cordifolium × puniceum]"
