"nameID","parentNameID","scientificName","scientificNameAuthorship","nameRank","nameUri","isHybrid","genus","specificEpithet","rankIndicator","otherEpithet","subclass","family","acceptance","acceptedNameID"
24900029,24900028,"Pinus halepensis var. ceciliae","Ll. Llorens","variety","http://www.tropicos.org/Name/24900029",,"Pinus","halepensis","var.","ceciliae","Pinidae","Pinaceae",,
24900036,24900203,"Pinus nigra var. maritima","(Aiton) Melville","variety","http://www.tropicos.org/Name/24900036",,"Pinus","nigra","var.","maritima","Pinidae","Pinaceae","A",
24900044,24900220,"Pinus sylvestris var. mongolica","Litv.","variety","http://www.tropicos.org/Name/24900044",,"Pinus","sylvestris","var.","mongolica","Pinidae","Pinaceae","A",
24900045,24900220,"Pinus sylvestris var. sylvestris",,"variety","http://www.tropicos.org/Name/24900045",,"Pinus","sylvestris","var.","sylvestris","Pinidae","Pinaceae","A",
24900102,24900167,"Picea glauca subsp. glauca",,"subspecies","http://www.tropicos.org/Name/24900102",,"Picea","glauca","subsp.","glauca","Pinidae","Pinaceae",,
24900113,24900112,"Pinus mugo subsp. mughus","(Scop.) Domin","subspecies","http://www.tropicos.org/Name/24900113",,"Pinus","mugo","subsp.","mughus","Pinidae","Pinaceae","A",
24900114,24900203,"Pinus nigra var. austriaca","(H├╢ss) Badoux","variety","http://www.tropicos.org/Name/24900114",,"Pinus","nigra","var.","austriaca","Pinidae","Pinaceae","A",
24900120,24900119,"Pinus silvestris subsp. kulundensis","Sukaczew","subspecies","http://www.tropicos.org/Name/24900120",,"Pinus","silvestris","subsp.","kulundensis","Pinidae","Pinaceae",,
24900122,24900220,"Pinus sylvestris var. lapponica","Hartm.","variety","http://www.tropicos.org/Name/24900122",,"Pinus","sylvestris","var.","lapponica","Pinidae","Pinaceae","A",
24900135,24900134,"Pinus elliottii var. densa","Little & K.W. Dorman","variety","http://www.tropicos.org/Name/24900135",,"Pinus","elliottii","var.","densa","Pinidae","Pinaceae","A",
24900137,24900136,"Abies concolor var. lowiana","(Gordon) Lemmon","variety","http://www.tropicos.org/Name/24900137",,"Abies","concolor","var.","lowiana","Pinidae","Pinaceae","S",24900136
24900141,24900140,"Abies lasiocarpa var. arizonica","(Merriam) Lemmon","variety","http://www.tropicos.org/Name/24900141",,"Abies","lasiocarpa","var.","arizonica","Pinidae","Pinaceae","A",
24900175,24900174,"Pinus aristata var. longaeva","(D.K. Bailey) Little","variety","http://www.tropicos.org/Name/24900175",,"Pinus","aristata","var.","longaeva","Pinidae","Pinaceae","S",24900304
24900184,24900183,"Pinus contorta var. bolanderi","Vasey","variety","http://www.tropicos.org/Name/24900184",,"Pinus","contorta","var.","bolanderi","Pinidae","Pinaceae","A",
24900185,24900183,"Pinus contorta var. latifolia","Engelm.","variety","http://www.tropicos.org/Name/24900185",,"Pinus","contorta","var.","latifolia","Pinidae","Pinaceae","A",
24900186,24900183,"Pinus contorta var. murrayana","(Balf.) Engelm.","variety","http://www.tropicos.org/Name/24900186",,"Pinus","contorta","var.","murrayana","Pinidae","Pinaceae","A",
24900198,24900197,"Pinus leiophylla var. chihuahuana","(Engelm.) Shaw","variety","http://www.tropicos.org/Name/24900198",,"Pinus","leiophylla","var.","chihuahuana","Pinidae","Pinaceae","A",
24900206,24900205,"Pinus ponderosa var. arizonica","(Engelm.) Shaw","variety","http://www.tropicos.org/Name/24900206",,"Pinus","ponderosa","var.","arizonica","Pinidae","Pinaceae","S",24900863
24900207,24900205,"Pinus ponderosa var. scopulorum","Engelm.","variety","http://www.tropicos.org/Name/24900207",,"Pinus","ponderosa","var.","scopulorum","Pinidae","Pinaceae","A",
24900263,24900139,"Abies grandis var. densiflora","Engelm.","variety","http://www.tropicos.org/Name/24900263",,"Abies","grandis","var.","densiflora","Pinidae","Pinaceae",,
24900265,24900167,"Picea glauca subsp. engelmannii","(Parry ex Engelm.) T.M.C. Taylor","subspecies","http://www.tropicos.org/Name/24900265",,"Picea","glauca","subsp.","engelmannii","Pinidae","Pinaceae","S",24900846
24900266,24900166,"Picea engelmannii var. glabra","Goodman","variety","http://www.tropicos.org/Name/24900266",,"Picea","engelmannii","var.","glabra","Pinidae","Pinaceae","S",24900846
24900271,24900284,"Abies menziesii var. parryana","Andr├⌐","variety","http://www.tropicos.org/Name/24900271",,"Abies","menziesii","var.","parryana","Pinidae","Pinaceae","S",24900170
24900273,24900500,"Pseudotsuga douglasii var. glauca","(Beissn., in Jager & Beissn.) Mayr","variety","http://www.tropicos.org/Name/24900273",,"Pseudotsuga","douglasii","var.","glauca","Pinidae","Pinaceae","S",24900277
24900274,24900272,"Pseudotsuga taxifolia var. glauca","Sudw.","variety","http://www.tropicos.org/Name/24900274",,"Pseudotsuga","taxifolia","var.","glauca","Pinidae","Pinaceae","S",24900277
24900276,24900272,"Pseudotsuga taxifolia subsp. glauca","(Beissn., in Jager & Beissn.) Schwerin","subspecies","http://www.tropicos.org/Name/24900276",,"Pseudotsuga","taxifolia","subsp.","glauca","Pinidae","Pinaceae","S",24900277
24900277,24900226,"Pseudotsuga menziesii var. glauca","(Mayr) Franco","variety","http://www.tropicos.org/Name/24900277",,"Pseudotsuga","menziesii","var.","glauca","Pinidae","Pinaceae","A",
24900285,24900436,"Abies douglasii var. taxifolia","(Lamb.) Loudon","variety","http://www.tropicos.org/Name/24900285",,"Abies","douglasii","var.","taxifolia","Pinidae","Pinaceae",,
24900286,24900560,"Tsuga douglasii var. glauca","Beissn., in Jager & Beissn.","variety","http://www.tropicos.org/Name/24900286",,"Tsuga","douglasii","var.","glauca","Pinidae","Pinaceae","S",24900277
24900289,24900139,"Abies grandis var. lowiana","Mast.","variety","http://www.tropicos.org/Name/24900289",,"Abies","grandis","var.","lowiana","Pinidae","Pinaceae",,
24900291,24900050,"Abies balsamea subsp. lasiocarpa","(Hook.) B. Boivin","subspecies","http://www.tropicos.org/Name/24900291",,"Abies","balsamea","subsp.","lasiocarpa","Pinidae","Pinaceae","A",
24900300,24900193,"Pinus flexilis var. albicaulis","(Engelm.) Engelm.","variety","http://www.tropicos.org/Name/24900300",,"Pinus","flexilis","var.","albicaulis","Pinidae","Pinaceae",,
24900303,24900219,"Pinus strobus var. monticola","(Douglas ex D. Don) Nutt.","variety","http://www.tropicos.org/Name/24900303",,"Pinus","strobus","var.","monticola","Pinidae","Pinaceae","S",50232266
24900306,24900033,"Pinus monophylla var. edulis","M.E. Jones","variety","http://www.tropicos.org/Name/24900306",,"Pinus","monophylla","var.","edulis","Pinidae","Pinaceae","S",24900305
24900307,24900181,"Pinus cembroides var. edulis","(Engelm.) Voss","variety","http://www.tropicos.org/Name/24900307",,"Pinus","cembroides","var.","edulis","Pinidae","Pinaceae","S",24900305
24900309,24900305,"Pinus edulis var. monophylla","Torr.","variety","http://www.tropicos.org/Name/24900309",,"Pinus","edulis","var.","monophylla","Pinidae","Pinaceae",,
24900310,24900181,"Pinus cembroides var. monophylla","(Torr. & Fr├⌐m.) Voss","variety","http://www.tropicos.org/Name/24900310",,"Pinus","cembroides","var.","monophylla","Pinidae","Pinaceae","S",24900033
24900313,24900205,"Pinus ponderosa var. jeffreyi","Balf. ex Vasey","variety","http://www.tropicos.org/Name/24900313",,"Pinus","ponderosa","var.","jeffreyi","Pinidae","Pinaceae","S",24900195
24900315,24900195,"Pinus jeffreyi var. deflexa","(Torr.) Lemmon","variety","http://www.tropicos.org/Name/24900315",,"Pinus","jeffreyi","var.","deflexa","Pinidae","Pinaceae","S",24900195
24900317,24900183,"Pinus contorta subsp. murrayana","(Balf.) Critchf.","subspecies","http://www.tropicos.org/Name/24900317",,"Pinus","contorta","subsp.","murrayana","Pinidae","Pinaceae","S",24900186
24900318,24900183,"Pinus contorta subsp. latifolia","(Engelm.) Critchf.","subspecies","http://www.tropicos.org/Name/24900318",,"Pinus","contorta","subsp.","latifolia","Pinidae","Pinaceae","A",
24900319,24900551,"Pinus divaricata var. latifolia","B. Boivin","variety","http://www.tropicos.org/Name/24900319",,"Pinus","divaricata","var.","latifolia","Pinidae","Pinaceae",,
24900321,24900316,"Pinus murrayana var. sargentii","Mayr","variety","http://www.tropicos.org/Name/24900321",,"Pinus","murrayana","var.","sargentii","Pinidae","Pinaceae",,
24900371,24900222,"Pinus torreyana subsp. insularis","J.R. Haller","subspecies","http://www.tropicos.org/Name/24900371",,"Pinus","torreyana","subsp.","insularis","Pinidae","Pinaceae","A",
24900382,24900381,"Picea jezoensis var. microsperma","(Lindl.) W.C. Cheng & L.K. Fu","variety","http://www.tropicos.org/Name/24900382",,"Picea","jezoensis","var.","microsperma","Pinidae","Pinaceae","A",
24900386,24900164,"Picea abies subsp. abies",,"subspecies","http://www.tropicos.org/Name/24900386",,"Picea","abies","subsp.","abies","Pinidae","Pinaceae",,
24900393,24900180,"Pinus caribaea var. hondurensis","(S├⌐n├⌐cl.) W.H.G. Barrett & Golfari","variety","http://www.tropicos.org/Name/24900393",,"Pinus","caribaea","var.","hondurensis","Pinidae","Pinaceae","A",
24900397,24900220,"Pinus sylvestris var. sylvestriformis","(Taken.) W.C. Cheng & C.D. Chu","variety","http://www.tropicos.org/Name/24900397",,"Pinus","sylvestris","var.","sylvestriformis","Pinidae","Pinaceae","A",
24900402,24900139,"Abies grandis var. concolor","A. Murray bis","variety","http://www.tropicos.org/Name/24900402",,"Abies","grandis","var.","concolor","Pinidae","Pinaceae",,
24900405,24900139,"Abies grandis fo. johnsonii","Matthews","forma","http://www.tropicos.org/Name/24900405",,"Abies","grandis","fo.","johnsonii","Pinidae","Pinaceae",,
24900407,24900293,"Abies subalpina var. fallax","Engelm.","variety","http://www.tropicos.org/Name/24900407",,"Abies","subalpina","var.","fallax","Pinidae","Pinaceae","S",24900408
24900408,24900140,"Abies lasiocarpa var. fallax","(Engelm.) Franco","variety","http://www.tropicos.org/Name/24900408",,"Abies","lasiocarpa","var.","fallax","Pinidae","Pinaceae","A",
24900409,24900050,"Abies balsamea var. fallax","B. Boivin","variety","http://www.tropicos.org/Name/24900409",,"Abies","balsamea","var.","fallax","Pinidae","Pinaceae",,
24900416,24900167,"Picea glauca var. engelmannii","B. Boivin","variety","http://www.tropicos.org/Name/24900416",,"Picea","glauca","var.","engelmannii","Pinidae","Pinaceae",,
24900419,24900418,"Picea canadensis var. glauca","(Moench) Sudw.","variety","http://www.tropicos.org/Name/24900419",,"Picea","canadensis","var.","glauca","Pinidae","Pinaceae","S",24900167
24900425,24900423,"Picea alba var. albertiana","(S. Br.) Beissn.","variety","http://www.tropicos.org/Name/24900425",,"Picea","alba","var.","albertiana","Pinidae","Pinaceae","S",24900167
24900426,24900418,"Picea canadensis var. albertiana","(S. Br.) Rehder","variety","http://www.tropicos.org/Name/24900426",,"Picea","canadensis","var.","albertiana","Pinidae","Pinaceae","S",50231547
24900427,24900167,"Picea glauca var. albertiana","(S. Br.) Sarg.","variety","http://www.tropicos.org/Name/24900427",,"Picea","glauca","var.","albertiana","Pinidae","Pinaceae","A",
24900433,24900183,"Pinus contorta var. hendersonii","Lemmon","variety","http://www.tropicos.org/Name/24900433",,"Pinus","contorta","var.","hendersonii","Pinidae","Pinaceae",,
24900434,24900551,"Pinus divaricata var. hendersonii","B. Boivin","variety","http://www.tropicos.org/Name/24900434",,"Pinus","divaricata","var.","hendersonii","Pinidae","Pinaceae",,
24900442,24900440,"Abies mucronata var. palustris","Raf.","variety","http://www.tropicos.org/Name/24900442",,"Abies","mucronata","var.","palustris","Pinidae","Pinaceae","S",24900443
24900443,24900441,"Pseudotsuga mucronata var. palustris","(Raf.) Lemmon","variety","http://www.tropicos.org/Name/24900443",,"Pseudotsuga","mucronata","var.","palustris","Pinidae","Pinaceae","A",
24900447,24900272,"Pseudotsuga taxifolia var. elongata","Lemmon","variety","http://www.tropicos.org/Name/24900447",,"Pseudotsuga","taxifolia","var.","elongata","Pinidae","Pinaceae","S",24900448
24900448,24900441,"Pseudotsuga mucronata var. elongata","(Lemmon) Lemmon","variety","http://www.tropicos.org/Name/24900448",,"Pseudotsuga","mucronata","var.","elongata","Pinidae","Pinaceae","A",
24900449,24900500,"Pseudotsuga douglasii var. caesia","Schwerin","variety","http://www.tropicos.org/Name/24900449",,"Pseudotsuga","douglasii","var.","caesia","Pinidae","Pinaceae","S",24900277
24900450,24900567,"Pseudotsuga glauca var. caesia","(Schwerin) Fitschen in Beissn.","variety","http://www.tropicos.org/Name/24900450",,"Pseudotsuga","glauca","var.","caesia","Pinidae","Pinaceae","S",24900277
24900452,24900226,"Pseudotsuga menziesii var. caesia","(Schwerin) Franco","variety","http://www.tropicos.org/Name/24900452",,"Pseudotsuga","menziesii","var.","caesia","Pinidae","Pinaceae","S",24900277
24900453,24900500,"Pseudotsuga douglasii var. viridis","Schwer.","variety","http://www.tropicos.org/Name/24900453",,"Pseudotsuga","douglasii","var.","viridis","Pinidae","Pinaceae","S",24900454
24900454,24900226,"Pseudotsuga menziesii var. viridis","(Schwer.) Franco","variety","http://www.tropicos.org/Name/24900454",,"Pseudotsuga","menziesii","var.","viridis","Pinidae","Pinaceae","A",
24900465,24900464,"Tsuga pattoniana var. hookeriana","(A. Murray bis) Lemmon","variety","http://www.tropicos.org/Name/24900465",,"Tsuga","pattoniana","var.","hookeriana","Pinidae","Pinaceae","S",24900240
24900468,24900034,"Pinus monticola var. minima","Lemmon","variety","http://www.tropicos.org/Name/24900468",,"Pinus","monticola","var.","minima","Pinidae","Pinaceae",,
24900469,24900034,"Pinus monticola var. porphyrocarpa","Mast.","variety","http://www.tropicos.org/Name/24900469",,"Pinus","monticola","var.","porphyrocarpa","Pinidae","Pinaceae",,
24900470,24900178,"Pinus balfouriana var. aristata","Engelm.","variety","http://www.tropicos.org/Name/24900470",,"Pinus","balfouriana","var.","aristata","Pinidae","Pinaceae","S",24900174
24900480,24900210,"Pinus radiata var. binata","(Engelm.) Lemmon","variety","http://www.tropicos.org/Name/24900480",,"Pinus","radiata","var.","binata","Pinidae","Pinaceae","A",
24900484,24900187,"Pinus coulteri unranked diabloensis","Lemmon","subspecific unranked","http://www.tropicos.org/Name/24900484",,"Pinus","coulteri","[unranked]","diabloensis","Pinidae","Pinaceae","S",24900187
24900487,24900183,"Pinus contorta unranked hendersonii","Lemmon","subspecific unranked","http://www.tropicos.org/Name/24900487",,"Pinus","contorta","[unranked]","hendersonii","Pinidae","Pinaceae",,
24900501,24900436,"Abies douglasii var. macrocarpa","Torr.","variety","http://www.tropicos.org/Name/24900501",,"Abies","douglasii","var.","macrocarpa","Pinidae","Pinaceae","S",24900225
24900503,24900500,"Pseudotsuga douglasii var. macrocarpa","(Vasey) Engelm.","variety","http://www.tropicos.org/Name/24900503",,"Pseudotsuga","douglasii","var.","macrocarpa","Pinidae","Pinaceae","S",24900225
24900505,24900139,"Abies grandis var. oregona","Beissner","variety","http://www.tropicos.org/Name/24900505",,"Abies","grandis","var.","oregona","Pinidae","Pinaceae",,
24900506,24900411,"Abies nobilis var. magnifica","(A. Murray bis) Kellogg","variety","http://www.tropicos.org/Name/24900506",,"Abies","nobilis","var.","magnifica","Pinidae","Pinaceae","S",50230224
24900507,24900142,"Abies magnifica var. shastensis","Lemmon","variety","http://www.tropicos.org/Name/24900507",,"Abies","magnifica","var.","shastensis","Pinidae","Pinaceae","A",
24900515,24900272,"Pseudotsuga taxifolia var. caesia","Asch. & Graebn.","variety","http://www.tropicos.org/Name/24900515",,"Pseudotsuga","taxifolia","var.","caesia","Pinidae","Pinaceae",,
24900516,24900272,"Pseudotsuga taxifolia var. viridis","Asch. & Graebn.","variety","http://www.tropicos.org/Name/24900516",,"Pseudotsuga","taxifolia","var.","viridis","Pinidae","Pinaceae",,
24900525,24900524,"Larix alaskensis var. alaskensis",,"variety","http://www.tropicos.org/Name/24900525",,"Larix","alaskensis","var.","alaskensis","Pinidae","Pinaceae",,
24900526,24900167,"Picea glauca var. porsildii","Raup","variety","http://www.tropicos.org/Name/24900526",,"Picea","glauca","var.","porsildii","Pinidae","Pinaceae","A",
24900528,24900183,"Pinus contorta var. contorta",,"variety","http://www.tropicos.org/Name/24900528",,"Pinus","contorta","var.","contorta","Pinidae","Pinaceae","A",
24900529,24900159,"Larix laricina var. alaskensis","(W. Wight) Raup","variety","http://www.tropicos.org/Name/24900529",,"Larix","laricina","var.","alaskensis","Pinidae","Pinaceae","S",24900159
24900538,24900159,"Larix laricina fo. depressa","Rousseau","forma","http://www.tropicos.org/Name/24900538",,"Larix","laricina","fo.","depressa","Pinidae","Pinaceae","A",
24900543,24900542,"Abies denticulata fo. squamea","Vict.","forma","http://www.tropicos.org/Name/24900543",,"Abies","denticulata","fo.","squamea","Pinidae","Pinaceae",,
24900544,24900169,"Picea mariana fo. empetroides","Vict. & J. Rousseau","forma","http://www.tropicos.org/Name/24900544",,"Picea","mariana","fo.","empetroides","Pinidae","Pinaceae","A",
24900545,24900169,"Picea mariana fo. semiprostrata","(Peck) S.F. Blake","forma","http://www.tropicos.org/Name/24900545",,"Picea","mariana","fo.","semiprostrata","Pinidae","Pinaceae","A",
24900546,24900169,"Picea mariana unranked rubra","Du Roi","subspecific unranked","http://www.tropicos.org/Name/24900546",,"Picea","mariana","[unranked]","rubra","Pinidae","Pinaceae",,
24900550,24900541,"Picea nigra var. rubra","(Du Roi) Engelm.","variety","http://www.tropicos.org/Name/24900550",,"Picea","nigra","var.","rubra","Pinidae","Pinaceae","S",24900171
24900554,24900422,"Pinus alba unranked candensis","Prov.","subspecific unranked","http://www.tropicos.org/Name/24900554",,"Pinus","alba","[unranked]","candensis","Pinidae","Pinaceae",,
24900555,24900219,"Pinus strobus fo. prostrata","Fernald & Weath.","forma","http://www.tropicos.org/Name/24900555",,"Pinus","strobus","fo.","prostrata","Pinidae","Pinaceae","A",
24900565,24900178,"Pinus balfouriana var. aristata","(Engelm.) Engelm.","variety","http://www.tropicos.org/Name/24900565",,"Pinus","balfouriana","var.","aristata","Pinidae","Pinaceae","S",24900174
24900574,24900193,"Pinus flexilis var. reflexa","Engelm.","variety","http://www.tropicos.org/Name/24900574",,"Pinus","flexilis","var.","reflexa","Pinidae","Pinaceae","A",
24900578,24900050,"Abies balsamea fo. hudsonia","(Bosc ex Jacques) Fernald & Weath.","forma","http://www.tropicos.org/Name/24900578",,"Abies","balsamea","fo.","hudsonia","Pinidae","Pinaceae","A",
24900579,24900050,"Abies balsamea var. phanerolepis","Fernald","variety","http://www.tropicos.org/Name/24900579",,"Abies","balsamea","var.","phanerolepis","Pinidae","Pinaceae","A",
24900580,24900138,"Abies fraseri fo. prostrata","Rehder","forma","http://www.tropicos.org/Name/24900580",,"Abies","fraseri","fo.","prostrata","Pinidae","Pinaceae","A",
24900581,24900236,"Tsuga canadensis fo. parvula","Vict. & J. Rousseau","forma","http://www.tropicos.org/Name/24900581",,"Tsuga","canadensis","fo.","parvula","Pinidae","Pinaceae","A",
24900582,24900167,"Picea glauca fo. parva","(Vict.) Fernald & Weath.","forma","http://www.tropicos.org/Name/24900582",,"Picea","glauca","fo.","parva","Pinidae","Pinaceae","A",
24900583,24900171,"Picea rubens fo. virgata","Fernald & Weath.","forma","http://www.tropicos.org/Name/24900583",,"Picea","rubens","fo.","virgata","Pinidae","Pinaceae","A",
24900585,24900212,"Pinus resinosa fo. globosa","Rehder","forma","http://www.tropicos.org/Name/24900585",,"Pinus","resinosa","fo.","globosa","Pinidae","Pinaceae","A",
24900586,24900213,"Pinus rigida fo. globosa","Allard","forma","http://www.tropicos.org/Name/24900586",,"Pinus","rigida","fo.","globosa","Pinidae","Pinaceae","A",
24900595,24900134,"Pinus elliottii var. elliottii",,"variety","http://www.tropicos.org/Name/24900595",,"Pinus","elliottii","var.","elliottii","Pinidae","Pinaceae","A",
24900598,24900539,"Pinus mariana var. rubra","Du Roi","variety","http://www.tropicos.org/Name/24900598",,"Pinus","mariana","var.","rubra","Pinidae","Pinaceae","S",24900171
24900599,24900551,"Pinus divaricata var. x musci","B. Boivin","variety","http://www.tropicos.org/Name/24900599",,"Pinus","divaricata","var.","X musci","Pinidae","Pinaceae",,
24900601,24900181,"Pinus cembroides var. remota","Little","variety","http://www.tropicos.org/Name/24900601",,"Pinus","cembroides","var.","remota","Pinidae","Pinaceae","S",24900835
24900602,24900050,"Abies balsamea var. balsamea",,"variety","http://www.tropicos.org/Name/24900602",,"Abies","balsamea","var.","balsamea","Pinidae","Pinaceae","A",
24900603,24900050,"Abies balsamea fo. balsamea",,"forma","http://www.tropicos.org/Name/24900603",,"Abies","balsamea","fo.","balsamea","Pinidae","Pinaceae","A",
24900604,24900050,"Abies balsamea fo. phanerolepis","(Fernald) Rehder","forma","http://www.tropicos.org/Name/24900604",,"Abies","balsamea","fo.","phanerolepis","Pinidae","Pinaceae","A",
24900605,24900050,"Abies balsamea fo. aurayana","B. Boivin","forma","http://www.tropicos.org/Name/24900605",,"Abies","balsamea","fo.","aurayana","Pinidae","Pinaceae","A",
24900611,24900167,"Picea glauca var. glauca",,"variety","http://www.tropicos.org/Name/24900611",,"Picea","glauca","var.","glauca","Pinidae","Pinaceae","A",
24900612,24900167,"Picea glauca fo. glauca",,"forma","http://www.tropicos.org/Name/24900612",,"Picea","glauca","fo.","glauca","Pinidae","Pinaceae","A",
24900615,24900159,"Larix laricina fo. laricina",,"forma","http://www.tropicos.org/Name/24900615",,"Larix","laricina","fo.","laricina","Pinidae","Pinaceae","A",
24900616,24900169,"Picea mariana fo. mariana",,"forma","http://www.tropicos.org/Name/24900616",,"Picea","mariana","fo.","mariana","Pinidae","Pinaceae","A",
24900617,24900179,"Pinus banksiana fo. procumbens","Rousseau","forma","http://www.tropicos.org/Name/24900617",,"Pinus","banksiana","fo.","procumbens","Pinidae","Pinaceae","A",
24900618,24900179,"Pinus banksiana fo. banksiana",,"forma","http://www.tropicos.org/Name/24900618",,"Pinus","banksiana","fo.","banksiana","Pinidae","Pinaceae",,
24900619,24900219,"Pinus strobus fo. strobus",,"forma","http://www.tropicos.org/Name/24900619",,"Pinus","strobus","fo.","strobus","Pinidae","Pinaceae","A",
24900620,24900236,"Tsuga canadensis fo. canadensis",,"forma","http://www.tropicos.org/Name/24900620",,"Tsuga","canadensis","fo.","canadensis","Pinidae","Pinaceae",,
24900621,24900142,"Abies magnifica var. magnifica",,"variety","http://www.tropicos.org/Name/24900621",,"Abies","magnifica","var.","magnifica","Pinidae","Pinaceae","A",
24900622,24900226,"Pseudotsuga menziesii var. menziesii",,"variety","http://www.tropicos.org/Name/24900622",,"Pseudotsuga","menziesii","var.","menziesii","Pinidae","Pinaceae","A",
24900623,24900171,"Picea rubens fo. rubens",,"forma","http://www.tropicos.org/Name/24900623",,"Picea","rubens","fo.","rubens","Pinidae","Pinaceae","A",
24900624,24900212,"Pinus resinosa fo. resinosa",,"forma","http://www.tropicos.org/Name/24900624",,"Pinus","resinosa","fo.","resinosa","Pinidae","Pinaceae","A",
24900625,24900138,"Abies fraseri fo. fraseri",,"forma","http://www.tropicos.org/Name/24900625",,"Abies","fraseri","fo.","fraseri","Pinidae","Pinaceae","A",
24900626,24900213,"Pinus rigida fo. rigida",,"forma","http://www.tropicos.org/Name/24900626",,"Pinus","rigida","fo.","rigida","Pinidae","Pinaceae","A",
24900627,24900183,"Pinus contorta subsp. contorta",,"subspecies","http://www.tropicos.org/Name/24900627",,"Pinus","contorta","subsp.","contorta","Pinidae","Pinaceae","A",
24900628,24900159,"Larix laricina var. laricina",,"variety","http://www.tropicos.org/Name/24900628",,"Larix","laricina","var.","laricina","Pinidae","Pinaceae",,
24900629,24900210,"Pinus radiata var. radiata",,"variety","http://www.tropicos.org/Name/24900629",,"Pinus","radiata","var.","radiata","Pinidae","Pinaceae","A",
24900631,24900136,"Abies concolor var. concolor",,"variety","http://www.tropicos.org/Name/24900631",,"Abies","concolor","var.","concolor","Pinidae","Pinaceae","A",
24900632,24900181,"Pinus cembroides var. cembroides",,"variety","http://www.tropicos.org/Name/24900632",,"Pinus","cembroides","var.","cembroides","Pinidae","Pinaceae","A",
24900633,24900205,"Pinus ponderosa var. ponderosa",,"variety","http://www.tropicos.org/Name/24900633",,"Pinus","ponderosa","var.","ponderosa","Pinidae","Pinaceae","A",
24900634,24900178,"Pinus balfouriana subsp. austrina","R.J. Mastrog. & J.D. Mastrog.","subspecies","http://www.tropicos.org/Name/24900634",,"Pinus","balfouriana","subsp.","austrina","Pinidae","Pinaceae","A",
24900635,24900178,"Pinus balfouriana var. austrina","(R.J. Mastrog. & J.D. Mastrog.) Silba","variety","http://www.tropicos.org/Name/24900635",,"Pinus","balfouriana","var.","austrina","Pinidae","Pinaceae","S",24900178
24900637,24900305,"Pinus edulis var. fallax","Little","variety","http://www.tropicos.org/Name/24900637",,"Pinus","edulis","var.","fallax","Pinidae","Pinaceae","S",24900033
24900638,24900636,"Pinus californiarum subsp. fallax","(Little) D.K. Bailey","subspecies","http://www.tropicos.org/Name/24900638",,"Pinus","californiarum","subsp.","fallax","Pinidae","Pinaceae","S",24900033
24900642,24900641,"Pinus montezumae var. rudis","(Endl.) Shaw","variety","http://www.tropicos.org/Name/24900642",,"Pinus","montezumae","var.","rudis","Pinidae","Pinaceae","S",24900649
24900644,24900219,"Pinus strobus var. chiapensis","Mart├¡nez","variety","http://www.tropicos.org/Name/24900644",,"Pinus","strobus","var.","chiapensis","Pinidae","Pinaceae","A",
24900652,24900645,"Pinus oocarpa var. ochoterenae","Mart├¡nez","variety","http://www.tropicos.org/Name/24900652",,"Pinus","oocarpa","var.","ochoterenae","Pinidae","Pinaceae","A",
24900661,50230709,"Abies veitchii var. sikokiana","(Nakai) Kusaka","variety","http://www.tropicos.org/Name/24900661",,"Abies","veitchii","var.","sikokiana","Pinidae","Pinaceae","S",100280132
24900670,24900378,"Larix gmelinii var. japonica","(Maxim. ex Regel) Pilg.","variety","http://www.tropicos.org/Name/24900670",,"Larix","gmelinii","var.","japonica","Pinidae","Pinaceae","S",50230797
24900673,24900381,"Picea jezoensis var. hondoensis","(Mayr) Rehder","variety","http://www.tropicos.org/Name/24900673",,"Picea","jezoensis","var.","hondoensis","Pinidae","Pinaceae","S",50231559
24900701,24900381,"Picea jezoensis var. jezoensis",,"variety","http://www.tropicos.org/Name/24900701",,"Picea","jezoensis","var.","jezoensis","Pinidae","Pinaceae","A",
24900702,24900220,"Pinus sylvestris var. nana","Pall.","variety","http://www.tropicos.org/Name/24900702",,"Pinus","sylvestris","var.","nana","Pinidae","Pinaceae",,
24900717,24900055,"Abies sachalinensis var. mayriana","Miyabe & Kudo","variety","http://www.tropicos.org/Name/24900717",,"Abies","sachalinensis","var.","mayriana","Pinidae","Pinaceae","S",24900716
24900719,24900056,"Abies sibirica var. semenovii","(B. Fedtsch.) Liu","variety","http://www.tropicos.org/Name/24900719",,"Abies","sibirica","var.","semenovii","Pinidae","Pinaceae","S",24900718
24900727,24900158,"Larix decidua subsp. polonica","(Racib. ex W├│ycicki) Domin","subspecies","http://www.tropicos.org/Name/24900727",,"Larix","decidua","subsp.","polonica","Pinidae","Pinaceae","S",24900739
24900728,24900158,"Larix decidua subsp. sibirica","(Ledeb.) Domin","subspecies","http://www.tropicos.org/Name/24900728",,"Larix","decidua","subsp.","sibirica","Pinidae","Pinaceae","S",24900099
24900729,24900158,"Larix decidua var. polonica","(Racib. ex W├│ycicki) Ostenf. & Syrach-Larsen","variety","http://www.tropicos.org/Name/24900729",,"Larix","decidua","var.","polonica","Pinidae","Pinaceae","S",24900739
24900743,24900099,"Larix sibirica subsp. polonica","Sukacz.","subspecies","http://www.tropicos.org/Name/24900743",,"Larix","sibirica","subsp.","polonica","Pinidae","Pinaceae","S",24900739
24900745,24900164,"Picea abies subsp. acuminata","Parfenov","subspecies","http://www.tropicos.org/Name/24900745",,"Picea","abies","subsp.","acuminata","Pinidae","Pinaceae","S",24900164
